23, 3069, False, -0.2220394885629915, 13, 1, 387
18, 8184, False, 0.1371238252514857, 10, 1, 296
20, 24552, False, 0.07193231939069733, 11, 1, 331
20, 13299, False, 0.07193231939069733, 11, 1, 331
23, 12276, False, 0.4793157800396912, 13, 1, 403
22, 15345, True, 0.18641695635572475, 13, 1, 374
23, 1023, False, -0.2220394885629915, 13, 1, 387
18, 6138, False, -0.21740748211669825, 10, 1, 290
23, 13299, False, 0.3931845551631312, 13, 1, 401
25, 1023, False, -0.39800236722238935, 14, 2, 430
25, 11253, False, 0.23448223674774482, 14, 2, 446
23, 28644, False, 0.3931845551631312, 13, 1, 401
22, 29667, True, 0.046987957153724835, 13, 1, 371
22, 28644, True, -0.09357308961175903, 13, 1, 368
20, 12276, False, -0.24476566730611182, 11, 1, 325
18, 2046, False, 0.427119558820511, 10, 1, 301
18, 12276, False, -0.039234309228941555, 10, 1, 293
15, 5115, False, -0.34995771500077844, 8, 1, 242
15, 22506, False, -0.0661424982250356, 8, 1, 246
15, 11253, False, 0.004090216720218365, 8, 1, 247
18, 13299, False, -0.039234309228941555, 10, 1, 293
20, 27621, False, 0.07193231939069733, 11, 1, 331
20, 17391, False, 0.07193231939069733, 11, 1, 331
23, 18414, False, 0.30662267237223517, 13, 1, 399
22, 14322, True, 0.046987957153724835, 13, 1, 371
18, 5115, False, -0.21740748211669825, 10, 1, 290
23, 15345, False, 0.3931845551631312, 13, 1, 401
25, 18414, False, 0.03930158439433029, 14, 2, 441
-2147483648, 0, False, NaN, 0, -178956970, 0
27, 35805, False, -0.17202870286910965, 15, 2, 489
27, 30690, False, -0.17202870286910965, 15, 2, 489
25, 36828, False, 0.03930158439433029, 14, 2, 441
23, 29667, False, 0.4363037318512326, 13, 1, 402
25, 36828, False, 0.03930158439433029, 14, 2, 441
23, 48081, False, 0.4793157800396912, 13, 1, 403
30, 21483, False, 0.3117035280813454, 17, 2, 598
27, 17391, False, -0.31422531740203397, 15, 2, 485
25, 32736, False, 0.03930158439433029, 14, 2, 441
25, 29667, False, 0.03930158439433029, 14, 2, 441
23, 14322, False, 0.2631788842278695, 13, 1, 398
27, 14322, False, -0.2429810173078053, 15, 2, 487
25, 35805, False, 0.03930158439433029, 14, 2, 441
18, 27621, False, 0.019751575740457383, 10, 1, 294
30, 16368, False, 0.427119558820511, 17, 2, 602
27, 18414, False, -0.34995771500077666, 15, 2, 484
25, 32736, False, 0.03930158439433029, 14, 2, 441
25, 30690, False, 0.03930158439433029, 14, 2, 441
27, 15345, False, -0.2429810173078053, 15, 2, 487
30, 16368, False, 0.427119558820511, 17, 2, 602
-2147483648, 0, False, NaN, 0, -178956970, 0
32, 58311, False, -0.19157871152298256, 18, 2, 652
33, 33759, False, 0.4052766176931044, 19, 2, 715
35, 68541, False, 0.00020156708657737, 20, 2, 784
-2147483648, 0, False, NaN, 0, -178956970, 0
32, 29667, False, -0.21815176430829197, 18, 2, 651
18, 32736, False, -0.039234309228941555, 10, 1, 293
35, 30690, False, 0.21962580341957505, 20, 2, 794
27, 26598, False, -0.2074685115412791, 15, 2, 488
25, 13299, False, 0.03930158439433029, 14, 2, 441
23, 10230, False, 0.2631788842278695, 13, 1, 398
25, 29667, False, 0.03930158439433029, 14, 2, 441
27, 30690, False, -0.2074685115412791, 15, 2, 488
30, 55242, False, 0.2537056832500184, 17, 2, 596
-2147483648, 0, False, NaN, 0, -178956970, 0
30, 32736, False, 0.2827288928817495, 17, 2, 597
-2147483648, 0, False, NaN, 0, -178956970, 0
32, 32736, False, -0.21815176430829197, 18, 2, 651
35, 38874, False, 0.4363037318512255, 20, 2, 804
33, 22506, False, 0.4052766176931044, 19, 2, 715
30, 11253, False, 0.13712382525148215, 17, 2, 592
35, 16368, False, 0.1540900513775867, 20, 2, 791
37, 17391, False, 0.3312535367352183, 21, 3, 897
35, 34782, False, -0.11056234555587707, 20, 2, 779
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
33, 34782, False, 0.45363514212694156, 19, 2, 717
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
32, 36828, False, -0.1650463837387477, 18, 2, 653
32, 30690, False, -0.19157871152298256, 18, 2, 652
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
30, 30690, False, 0.07853716869452398, 17, 2, 590
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
-2147483648, 0, False, NaN, 0, -178956970, 0
